timepoint	cohort	sample	peptide	count
t1	susceptible	S.20	lcl|c239146_g1_i3|m.25352	0
t1	susceptible	S.25	lcl|c239146_g1_i3|m.25352	0
t1	susceptible	S.28	lcl|c239146_g1_i3|m.25352	0
t1	susceptible	S.55	lcl|c239146_g1_i3|m.25352	0
t1	susceptible	S.73	lcl|c239146_g1_i3|m.25352	0
t1	resilient	R.10	lcl|c214652_g1_i3|m.3567	0
t1	resilient	R.13	lcl|c214652_g1_i3|m.3567	0
t1	resilient	R.21	lcl|c214652_g1_i3|m.3567	0
t1	resilient	R.26	lcl|c214652_g1_i3|m.3567	0
t1	resilient	R.66	lcl|c214652_g1_i3|m.3567	1
t1	resilient	R.74	lcl|c214652_g1_i3|m.3567	0
t1	susceptible	S.5	lcl|c214652_g1_i3|m.3567	0
t1	susceptible	S.20	lcl|c214652_g1_i3|m.3567	0
t1	susceptible	S.25	lcl|c214652_g1_i3|m.3567	0
t1	susceptible	S.28	lcl|c214652_g1_i3|m.3567	0
t1	susceptible	S.55	lcl|c214652_g1_i3|m.3567	0
t1	susceptible	S.73	lcl|c214652_g1_i3|m.3567	0
t1	resilient	R.10	lcl|c272541_g1_i1|m.32419	0
t1	resilient	R.13	lcl|c272541_g1_i1|m.32419	0
t1	resilient	R.21	lcl|c272541_g1_i1|m.32419	0
t1	resilient	R.26	lcl|c272541_g1_i1|m.32419	1
t1	resilient	R.66	lcl|c272541_g1_i1|m.32419	0
t1	resilient	R.74	lcl|c272541_g1_i1|m.32419	1
t1	susceptible	S.5	lcl|c272541_g1_i1|m.32419	0
t1	susceptible	S.20	lcl|c272541_g1_i1|m.32419	0
t1	susceptible	S.25	lcl|c272541_g1_i1|m.32419	0
t1	susceptible	S.28	lcl|c272541_g1_i1|m.32419	0
t1	susceptible	S.55	lcl|c272541_g1_i1|m.32419	0
t1	susceptible	S.73	lcl|c272541_g1_i1|m.32419	0
t1	resilient	R.10	lcl|c216784_g1_i1|m.4762	0
t1	resilient	R.13	lcl|c216784_g1_i1|m.4762	0
t1	resilient	R.21	lcl|c216784_g1_i1|m.4762	0
t1	resilient	R.26	lcl|c216784_g1_i1|m.4762	0
t1	resilient	R.66	lcl|c216784_g1_i1|m.4762	1
t1	resilient	R.74	lcl|c216784_g1_i1|m.4762	0
t1	susceptible	S.5	lcl|c216784_g1_i1|m.4762	0
t1	susceptible	S.20	lcl|c216784_g1_i1|m.4762	0
t1	susceptible	S.25	lcl|c216784_g1_i1|m.4762	0
t1	susceptible	S.28	lcl|c216784_g1_i1|m.4762	0
t1	susceptible	S.55	lcl|c216784_g1_i1|m.4762	1
t1	susceptible	S.73	lcl|c216784_g1_i1|m.4762	0
t1	resilient	R.10	lcl|c234903_g3_i2|m.20397	0
t1	resilient	R.13	lcl|c234903_g3_i2|m.20397	1
t1	resilient	R.21	lcl|c234903_g3_i2|m.20397	0
t1	resilient	R.26	lcl|c234903_g3_i2|m.20397	0
t1	resilient	R.66	lcl|c234903_g3_i2|m.20397	1
t1	resilient	R.74	lcl|c234903_g3_i2|m.20397	0
t1	susceptible	S.5	lcl|c234903_g3_i2|m.20397	0
t1	susceptible	S.20	lcl|c234903_g3_i2|m.20397	1
t1	susceptible	S.25	lcl|c234903_g3_i2|m.20397	0
t1	susceptible	S.28	lcl|c234903_g3_i2|m.20397	0
t1	susceptible	S.55	lcl|c234903_g3_i2|m.20397	0
t1	susceptible	S.73	lcl|c234903_g3_i2|m.20397	0
t1	resilient	R.10	lcl|c237299_g2_i1|m.23132	0
t1	resilient	R.13	lcl|c237299_g2_i1|m.23132	0
t1	resilient	R.21	lcl|c237299_g2_i1|m.23132	1
t1	resilient	R.26	lcl|c237299_g2_i1|m.23132	0
t1	resilient	R.66	lcl|c237299_g2_i1|m.23132	0
t1	resilient	R.74	lcl|c237299_g2_i1|m.23132	0
t1	susceptible	S.5	lcl|c237299_g2_i1|m.23132	1
t1	susceptible	S.20	lcl|c237299_g2_i1|m.23132	0
t1	susceptible	S.25	lcl|c237299_g2_i1|m.23132	0
t1	susceptible	S.28	lcl|c237299_g2_i1|m.23132	0
t1	susceptible	S.55	lcl|c237299_g2_i1|m.23132	0
t1	susceptible	S.73	lcl|c237299_g2_i1|m.23132	1
t1	resilient	R.10	lcl|c219462_g5_i7|m.6389	0
t1	resilient	R.13	lcl|c219462_g5_i7|m.6389	2
t1	resilient	R.21	lcl|c219462_g5_i7|m.6389	0
t1	resilient	R.26	lcl|c219462_g5_i7|m.6389	4
t1	resilient	R.66	lcl|c219462_g5_i7|m.6389	0
t1	resilient	R.74	lcl|c219462_g5_i7|m.6389	1
t1	susceptible	S.5	lcl|c219462_g5_i7|m.6389	0
t1	susceptible	S.20	lcl|c219462_g5_i7|m.6389	0
t1	susceptible	S.25	lcl|c219462_g5_i7|m.6389	2
t1	susceptible	S.28	lcl|c219462_g5_i7|m.6389	0
t1	susceptible	S.55	lcl|c219462_g5_i7|m.6389	4
t1	susceptible	S.73	lcl|c219462_g5_i7|m.6389	1
t1	resilient	R.10	lcl|c212826_g3_i1|m.2861	31
t1	resilient	R.13	lcl|c212826_g3_i1|m.2861	21
t1	resilient	R.21	lcl|c212826_g3_i1|m.2861	32
t1	resilient	R.26	lcl|c212826_g3_i1|m.2861	46
t1	resilient	R.66	lcl|c212826_g3_i1|m.2861	30
t1	resilient	R.74	lcl|c212826_g3_i1|m.2861	19
t1	susceptible	S.5	lcl|c212826_g3_i1|m.2861	29
t1	susceptible	S.20	lcl|c212826_g3_i1|m.2861	43
t1	susceptible	S.25	lcl|c212826_g3_i1|m.2861	29
t1	susceptible	S.28	lcl|c212826_g3_i1|m.2861	22
t1	susceptible	S.55	lcl|c212826_g3_i1|m.2861	25
t1	susceptible	S.73	lcl|c212826_g3_i1|m.2861	30
t1	resilient	R.10	lcl|c223173_g1_i1|m.8918	0
t1	resilient	R.13	lcl|c223173_g1_i1|m.8918	0
t1	resilient	R.21	lcl|c223173_g1_i1|m.8918	0
t1	resilient	R.26	lcl|c223173_g1_i1|m.8918	1
t1	resilient	R.66	lcl|c223173_g1_i1|m.8918	0
t1	resilient	R.74	lcl|c223173_g1_i1|m.8918	0
t1	susceptible	S.5	lcl|c223173_g1_i1|m.8918	0
t1	susceptible	S.20	lcl|c223173_g1_i1|m.8918	0
t1	susceptible	S.25	lcl|c223173_g1_i1|m.8918	0
t1	susceptible	S.28	lcl|c223173_g1_i1|m.8918	0
t1	susceptible	S.55	lcl|c223173_g1_i1|m.8918	0
t1	susceptible	S.73	lcl|c223173_g1_i1|m.8918	0
t1	resilient	R.10	lcl|c243642_g1_i4|m.31174	1
t1	resilient	R.13	lcl|c243642_g1_i4|m.31174	0
t1	resilient	R.21	lcl|c243642_g1_i4|m.31174	0
t1	resilient	R.26	lcl|c243642_g1_i4|m.31174	0
t1	resilient	R.66	lcl|c243642_g1_i4|m.31174	0
t1	resilient	R.74	lcl|c243642_g1_i4|m.31174	0
t1	susceptible	S.5	lcl|c243642_g1_i4|m.31174	0
t1	susceptible	S.20	lcl|c243642_g1_i4|m.31174	0
t1	susceptible	S.25	lcl|c243642_g1_i4|m.31174	0
t1	susceptible	S.28	lcl|c243642_g1_i4|m.31174	0
t1	susceptible	S.55	lcl|c243642_g1_i4|m.31174	0
t1	susceptible	S.73	lcl|c243642_g1_i4|m.31174	0
t1	resilient	R.10	lcl|c223071_g1_i1|m.8853	1
t1	resilient	R.13	lcl|c223071_g1_i1|m.8853	0
t1	resilient	R.21	lcl|c223071_g1_i1|m.8853	0
t1	resilient	R.26	lcl|c223071_g1_i1|m.8853	0
t1	resilient	R.66	lcl|c223071_g1_i1|m.8853	0
t1	resilient	R.74	lcl|c223071_g1_i1|m.8853	0
t1	susceptible	S.5	lcl|c223071_g1_i1|m.8853	0
t1	susceptible	S.20	lcl|c223071_g1_i1|m.8853	0
t1	susceptible	S.25	lcl|c223071_g1_i1|m.8853	0
t1	susceptible	S.28	lcl|c223071_g1_i1|m.8853	1
t1	susceptible	S.55	lcl|c223071_g1_i1|m.8853	0
t1	susceptible	S.73	lcl|c223071_g1_i1|m.8853	0
t1	resilient	R.10	lcl|c219909_g1_i4|m.6633	0
t1	resilient	R.13	lcl|c219909_g1_i4|m.6633	0
t1	resilient	R.21	lcl|c219909_g1_i4|m.6633	0
t1	resilient	R.26	lcl|c219909_g1_i4|m.6633	0
t1	resilient	R.66	lcl|c219909_g1_i4|m.6633	0
t1	resilient	R.74	lcl|c219909_g1_i4|m.6633	0
t1	susceptible	S.5	lcl|c219909_g1_i4|m.6633	0
t1	susceptible	S.20	lcl|c219909_g1_i4|m.6633	0
t1	susceptible	S.25	lcl|c219909_g1_i4|m.6633	0
t1	susceptible	S.28	lcl|c219909_g1_i4|m.6633	0
t1	susceptible	S.55	lcl|c219909_g1_i4|m.6633	1
t1	susceptible	S.73	lcl|c219909_g1_i4|m.6633	1
t1	resilient	R.10	lcl|c231865_g2_i4|m.16725	0
t1	resilient	R.13	lcl|c231865_g2_i4|m.16725	0
t1	resilient	R.21	lcl|c231865_g2_i4|m.16725	0
t1	resilient	R.26	lcl|c231865_g2_i4|m.16725	1
t1	resilient	R.66	lcl|c231865_g2_i4|m.16725	0
t1	resilient	R.74	lcl|c231865_g2_i4|m.16725	0
t1	susceptible	S.5	lcl|c231865_g2_i4|m.16725	0
t1	susceptible	S.20	lcl|c231865_g2_i4|m.16725	0
t1	susceptible	S.25	lcl|c231865_g2_i4|m.16725	1
t1	susceptible	S.28	lcl|c231865_g2_i4|m.16725	0
t1	susceptible	S.55	lcl|c231865_g2_i4|m.16725	0
t1	susceptible	S.73	lcl|c231865_g2_i4|m.16725	0
t1	resilient	R.10	lcl|c238250_g1_i1|m.24264	0
t1	resilient	R.13	lcl|c238250_g1_i1|m.24264	0
t1	resilient	R.21	lcl|c238250_g1_i1|m.24264	0
t1	resilient	R.26	lcl|c238250_g1_i1|m.24264	0
t1	resilient	R.66	lcl|c238250_g1_i1|m.24264	0
t1	resilient	R.74	lcl|c238250_g1_i1|m.24264	1
t1	susceptible	S.5	lcl|c238250_g1_i1|m.24264	0
t1	susceptible	S.20	lcl|c238250_g1_i1|m.24264	1
t1	susceptible	S.25	lcl|c238250_g1_i1|m.24264	1
t1	susceptible	S.28	lcl|c238250_g1_i1|m.24264	0
t1	susceptible	S.55	lcl|c238250_g1_i1|m.24264	0
t1	susceptible	S.73	lcl|c238250_g1_i1|m.24264	0
t1	resilient	R.10	lcl|c232853_g2_i4|m.17839	0
t1	resilient	R.13	lcl|c232853_g2_i4|m.17839	0
t1	resilient	R.21	lcl|c232853_g2_i4|m.17839	1
t1	resilient	R.26	lcl|c232853_g2_i4|m.17839	1
t1	resilient	R.66	lcl|c232853_g2_i4|m.17839	0
t1	resilient	R.74	lcl|c232853_g2_i4|m.17839	1
t1	susceptible	S.5	lcl|c232853_g2_i4|m.17839	0
t1	susceptible	S.20	lcl|c232853_g2_i4|m.17839	0
t1	susceptible	S.25	lcl|c232853_g2_i4|m.17839	0
t1	susceptible	S.28	lcl|c232853_g2_i4|m.17839	0
t1	susceptible	S.55	lcl|c232853_g2_i4|m.17839	0
t1	susceptible	S.73	lcl|c232853_g2_i4|m.17839	0
t1	resilient	R.10	lcl|c231811_g3_i1|m.16645	0
t1	resilient	R.13	lcl|c231811_g3_i1|m.16645	0
t1	resilient	R.21	lcl|c231811_g3_i1|m.16645	1
t1	resilient	R.26	lcl|c231811_g3_i1|m.16645	0
t1	resilient	R.66	lcl|c231811_g3_i1|m.16645	0
t1	resilient	R.74	lcl|c231811_g3_i1|m.16645	0
t1	susceptible	S.5	lcl|c231811_g3_i1|m.16645	0
t1	susceptible	S.20	lcl|c231811_g3_i1|m.16645	1
t1	susceptible	S.25	lcl|c231811_g3_i1|m.16645	0
t1	susceptible	S.28	lcl|c231811_g3_i1|m.16645	0
t1	susceptible	S.55	lcl|c231811_g3_i1|m.16645	1
t1	susceptible	S.73	lcl|c231811_g3_i1|m.16645	0
t1	resilient	R.10	lcl|c219237_g2_i4|m.6297	0
t1	resilient	R.13	lcl|c219237_g2_i4|m.6297	0
t1	resilient	R.21	lcl|c219237_g2_i4|m.6297	1
t1	resilient	R.26	lcl|c219237_g2_i4|m.6297	0
t1	resilient	R.66	lcl|c219237_g2_i4|m.6297	0
t1	resilient	R.74	lcl|c219237_g2_i4|m.6297	1
t1	susceptible	S.5	lcl|c219237_g2_i4|m.6297	0
t1	susceptible	S.20	lcl|c219237_g2_i4|m.6297	0
t1	susceptible	S.25	lcl|c219237_g2_i4|m.6297	0
t1	susceptible	S.28	lcl|c219237_g2_i4|m.6297	0
t1	susceptible	S.55	lcl|c219237_g2_i4|m.6297	1
t1	susceptible	S.73	lcl|c219237_g2_i4|m.6297	1
t1	resilient	R.10	lcl|c232828_g3_i1|m.17816	0
t1	resilient	R.13	lcl|c232828_g3_i1|m.17816	0
t1	resilient	R.21	lcl|c232828_g3_i1|m.17816	0
t1	resilient	R.26	lcl|c232828_g3_i1|m.17816	2
t1	resilient	R.66	lcl|c232828_g3_i1|m.17816	0
t1	resilient	R.74	lcl|c232828_g3_i1|m.17816	1
t1	susceptible	S.5	lcl|c232828_g3_i1|m.17816	1
t1	susceptible	S.20	lcl|c232828_g3_i1|m.17816	1
t1	susceptible	S.25	lcl|c232828_g3_i1|m.17816	0
t1	susceptible	S.28	lcl|c232828_g3_i1|m.17816	2
t1	susceptible	S.55	lcl|c232828_g3_i1|m.17816	0
t1	susceptible	S.73	lcl|c232828_g3_i1|m.17816	0
t1	resilient	R.10	lcl|c226091_g2_i2|m.11200	0
t1	resilient	R.13	lcl|c226091_g2_i2|m.11200	0
t1	resilient	R.21	lcl|c226091_g2_i2|m.11200	0
t1	resilient	R.26	lcl|c226091_g2_i2|m.11200	1
t1	resilient	R.66	lcl|c226091_g2_i2|m.11200	1
t1	resilient	R.74	lcl|c226091_g2_i2|m.11200	1
t1	susceptible	S.5	lcl|c226091_g2_i2|m.11200	0
t1	susceptible	S.20	lcl|c226091_g2_i2|m.11200	1
t1	susceptible	S.25	lcl|c226091_g2_i2|m.11200	0
t1	susceptible	S.28	lcl|c226091_g2_i2|m.11200	0
t1	susceptible	S.55	lcl|c226091_g2_i2|m.11200	0
t1	susceptible	S.73	lcl|c226091_g2_i2|m.11200	1
t1	resilient	R.10	lcl|c230044_g4_i2|m.14887	0
t1	resilient	R.13	lcl|c230044_g4_i2|m.14887	1
t1	resilient	R.21	lcl|c230044_g4_i2|m.14887	0
t1	resilient	R.26	lcl|c230044_g4_i2|m.14887	2
t1	resilient	R.66	lcl|c230044_g4_i2|m.14887	0
t1	resilient	R.74	lcl|c230044_g4_i2|m.14887	1
t1	susceptible	S.5	lcl|c230044_g4_i2|m.14887	0
t1	susceptible	S.20	lcl|c230044_g4_i2|m.14887	1
t1	susceptible	S.25	lcl|c230044_g4_i2|m.14887	1
t1	susceptible	S.28	lcl|c230044_g4_i2|m.14887	1
t1	susceptible	S.55	lcl|c230044_g4_i2|m.14887	1
t1	susceptible	S.73	lcl|c230044_g4_i2|m.14887	2
t1	resilient	R.10	lcl|c233948_g1_i2|m.19238	25
t1	resilient	R.13	lcl|c233948_g1_i2|m.19238	22
t1	resilient	R.21	lcl|c233948_g1_i2|m.19238	23
t1	resilient	R.26	lcl|c233948_g1_i2|m.19238	45
t1	resilient	R.66	lcl|c233948_g1_i2|m.19238	27
t1	resilient	R.74	lcl|c233948_g1_i2|m.19238	28
t1	susceptible	S.5	lcl|c233948_g1_i2|m.19238	39
t1	susceptible	S.20	lcl|c233948_g1_i2|m.19238	29
t1	susceptible	S.25	lcl|c233948_g1_i2|m.19238	26
t1	susceptible	S.28	lcl|c233948_g1_i2|m.19238	27
t1	susceptible	S.55	lcl|c233948_g1_i2|m.19238	26
t1	susceptible	S.73	lcl|c233948_g1_i2|m.19238	23
t1	resilient	R.10	lcl|c236172_g4_i2|m.21786	0
t1	resilient	R.13	lcl|c236172_g4_i2|m.21786	1
t1	resilient	R.21	lcl|c236172_g4_i2|m.21786	0
t1	resilient	R.26	lcl|c236172_g4_i2|m.21786	0
t1	resilient	R.66	lcl|c236172_g4_i2|m.21786	0
t1	resilient	R.74	lcl|c236172_g4_i2|m.21786	0
t1	susceptible	S.5	lcl|c236172_g4_i2|m.21786	0
t1	susceptible	S.20	lcl|c236172_g4_i2|m.21786	0
t1	susceptible	S.25	lcl|c236172_g4_i2|m.21786	0
t1	susceptible	S.28	lcl|c236172_g4_i2|m.21786	0
t1	susceptible	S.55	lcl|c236172_g4_i2|m.21786	0
t1	susceptible	S.73	lcl|c236172_g4_i2|m.21786	0
t1	resilient	R.10	lcl|c238993_g4_i1|m.25158	0
t1	resilient	R.13	lcl|c238993_g4_i1|m.25158	0
t1	resilient	R.21	lcl|c238993_g4_i1|m.25158	0
t1	resilient	R.26	lcl|c238993_g4_i1|m.25158	0
t1	resilient	R.66	lcl|c238993_g4_i1|m.25158	0
t1	resilient	R.74	lcl|c238993_g4_i1|m.25158	1
t1	susceptible	S.5	lcl|c238993_g4_i1|m.25158	0
t1	susceptible	S.20	lcl|c238993_g4_i1|m.25158	0
t1	susceptible	S.25	lcl|c238993_g4_i1|m.25158	0
t1	susceptible	S.28	lcl|c238993_g4_i1|m.25158	0
t1	susceptible	S.55	lcl|c238993_g4_i1|m.25158	0
t1	susceptible	S.73	lcl|c238993_g4_i1|m.25158	0
t1	resilient	R.10	lcl|c234098_g1_i1|m.19438	0
t1	resilient	R.13	lcl|c234098_g1_i1|m.19438	0
t1	resilient	R.21	lcl|c234098_g1_i1|m.19438	0
t1	resilient	R.26	lcl|c234098_g1_i1|m.19438	0
t1	resilient	R.66	lcl|c234098_g1_i1|m.19438	0
t1	resilient	R.74	lcl|c234098_g1_i1|m.19438	0
t1	susceptible	S.5	lcl|c234098_g1_i1|m.19438	0
t1	susceptible	S.20	lcl|c234098_g1_i1|m.19438	0
t1	susceptible	S.25	lcl|c234098_g1_i1|m.19438	0
t1	susceptible	S.28	lcl|c234098_g1_i1|m.19438	1
t1	susceptible	S.55	lcl|c234098_g1_i1|m.19438	0
t1	susceptible	S.73	lcl|c234098_g1_i1|m.19438	0
t1	resilient	R.10	lcl|c227040_g2_i4|m.12087	0
t1	resilient	R.13	lcl|c227040_g2_i4|m.12087	1
t1	resilient	R.21	lcl|c227040_g2_i4|m.12087	0
t1	resilient	R.26	lcl|c227040_g2_i4|m.12087	0
t1	resilient	R.66	lcl|c227040_g2_i4|m.12087	0
t1	resilient	R.74	lcl|c227040_g2_i4|m.12087	0
t1	susceptible	S.5	lcl|c227040_g2_i4|m.12087	0
t1	susceptible	S.20	lcl|c227040_g2_i4|m.12087	0
t1	susceptible	S.25	lcl|c227040_g2_i4|m.12087	0
t1	susceptible	S.28	lcl|c227040_g2_i4|m.12087	0
t1	susceptible	S.55	lcl|c227040_g2_i4|m.12087	0
t1	susceptible	S.73	lcl|c227040_g2_i4|m.12087	0
t1	resilient	R.10	lcl|c223085_g1_i1|m.8866	0
t1	resilient	R.13	lcl|c223085_g1_i1|m.8866	0
t1	resilient	R.21	lcl|c223085_g1_i1|m.8866	0
t1	resilient	R.26	lcl|c223085_g1_i1|m.8866	0
t1	resilient	R.66	lcl|c223085_g1_i1|m.8866	0
t1	resilient	R.74	lcl|c223085_g1_i1|m.8866	0
t1	susceptible	S.5	lcl|c223085_g1_i1|m.8866	0
t1	susceptible	S.20	lcl|c223085_g1_i1|m.8866	0
t1	susceptible	S.25	lcl|c223085_g1_i1|m.8866	0
t1	susceptible	S.28	lcl|c223085_g1_i1|m.8866	1
t1	susceptible	S.55	lcl|c223085_g1_i1|m.8866	0
t1	susceptible	S.73	lcl|c223085_g1_i1|m.8866	0
t1	resilient	R.10	lcl|c238743_g1_i2|m.24878	1
t1	resilient	R.13	lcl|c238743_g1_i2|m.24878	1
t1	resilient	R.21	lcl|c238743_g1_i2|m.24878	0
t1	resilient	R.26	lcl|c238743_g1_i2|m.24878	0
t1	resilient	R.66	lcl|c238743_g1_i2|m.24878	0
t1	resilient	R.74	lcl|c238743_g1_i2|m.24878	0
t1	susceptible	S.5	lcl|c238743_g1_i2|m.24878	0
t1	susceptible	S.20	lcl|c238743_g1_i2|m.24878	0
t1	susceptible	S.25	lcl|c238743_g1_i2|m.24878	0
t1	susceptible	S.28	lcl|c238743_g1_i2|m.24878	0
t1	susceptible	S.55	lcl|c238743_g1_i2|m.24878	0
t1	susceptible	S.73	lcl|c238743_g1_i2|m.24878	0
t1	resilient	R.10	lcl|c218706_g7_i3|m.5908	0
t1	resilient	R.13	lcl|c218706_g7_i3|m.5908	1
t1	resilient	R.21	lcl|c218706_g7_i3|m.5908	0
t1	resilient	R.26	lcl|c218706_g7_i3|m.5908	0
t1	resilient	R.66	lcl|c218706_g7_i3|m.5908	0
t1	resilient	R.74	lcl|c218706_g7_i3|m.5908	0
t1	susceptible	S.5	lcl|c218706_g7_i3|m.5908	0
t1	susceptible	S.20	lcl|c218706_g7_i3|m.5908	0
t1	susceptible	S.25	lcl|c218706_g7_i3|m.5908	0
t1	susceptible	S.28	lcl|c218706_g7_i3|m.5908	0
t1	susceptible	S.55	lcl|c218706_g7_i3|m.5908	1
t1	susceptible	S.73	lcl|c218706_g7_i3|m.5908	0
t1	resilient	R.10	lcl|c240539_g1_i8|m.27414	0
t1	resilient	R.13	lcl|c240539_g1_i8|m.27414	0
t1	resilient	R.21	lcl|c240539_g1_i8|m.27414	1
t1	resilient	R.26	lcl|c240539_g1_i8|m.27414	0
t1	resilient	R.66	lcl|c240539_g1_i8|m.27414	0
t1	resilient	R.74	lcl|c240539_g1_i8|m.27414	0
t1	susceptible	S.5	lcl|c240539_g1_i8|m.27414	0
t1	susceptible	S.20	lcl|c240539_g1_i8|m.27414	0
t1	susceptible	S.25	lcl|c240539_g1_i8|m.27414	0
t1	susceptible	S.28	lcl|c240539_g1_i8|m.27414	0
t1	susceptible	S.55	lcl|c240539_g1_i8|m.27414	0
t1	susceptible	S.73	lcl|c240539_g1_i8|m.27414	1
t1	resilient	R.10	lcl|c230982_g4_i7|m.15848	0
t1	resilient	R.13	lcl|c230982_g4_i7|m.15848	0
t1	resilient	R.21	lcl|c230982_g4_i7|m.15848	1
t1	resilient	R.26	lcl|c230982_g4_i7|m.15848	0
t1	resilient	R.66	lcl|c230982_g4_i7|m.15848	0
t1	resilient	R.74	lcl|c230982_g4_i7|m.15848	1
t1	susceptible	S.5	lcl|c230982_g4_i7|m.15848	0
t1	susceptible	S.20	lcl|c230982_g4_i7|m.15848	1
t1	susceptible	S.25	lcl|c230982_g4_i7|m.15848	0
t1	susceptible	S.28	lcl|c230982_g4_i7|m.15848	0
t1	susceptible	S.55	lcl|c230982_g4_i7|m.15848	0
t1	susceptible	S.73	lcl|c230982_g4_i7|m.15848	0
t1	resilient	R.10	lcl|c219184_g2_i2|m.6257	1
t1	resilient	R.13	lcl|c219184_g2_i2|m.6257	0
t1	resilient	R.21	lcl|c219184_g2_i2|m.6257	0
t1	resilient	R.26	lcl|c219184_g2_i2|m.6257	0
t1	resilient	R.66	lcl|c219184_g2_i2|m.6257	1
t1	resilient	R.74	lcl|c219184_g2_i2|m.6257	1
t1	susceptible	S.5	lcl|c219184_g2_i2|m.6257	0
t1	susceptible	S.20	lcl|c219184_g2_i2|m.6257	0
t1	susceptible	S.25	lcl|c219184_g2_i2|m.6257	0
t1	susceptible	S.28	lcl|c219184_g2_i2|m.6257	0
t1	susceptible	S.55	lcl|c219184_g2_i2|m.6257	0
t1	susceptible	S.73	lcl|c219184_g2_i2|m.6257	0
t1	resilient	R.10	lcl|c231569_g1_i6|m.16419	1
t1	resilient	R.13	lcl|c231569_g1_i6|m.16419	1
t1	resilient	R.21	lcl|c231569_g1_i6|m.16419	0
t1	resilient	R.26	lcl|c231569_g1_i6|m.16419	0
t1	resilient	R.66	lcl|c231569_g1_i6|m.16419	0
t1	resilient	R.74	lcl|c231569_g1_i6|m.16419	1
t1	susceptible	S.5	lcl|c231569_g1_i6|m.16419	1
t1	susceptible	S.20	lcl|c231569_g1_i6|m.16419	1
t1	susceptible	S.25	lcl|c231569_g1_i6|m.16419	0
t1	susceptible	S.28	lcl|c231569_g1_i6|m.16419	1
t1	susceptible	S.55	lcl|c231569_g1_i6|m.16419	0
t1	susceptible	S.73	lcl|c231569_g1_i6|m.16419	0
t1	resilient	R.10	lcl|c218866_g2_i1|m.6010	0
t1	resilient	R.13	lcl|c218866_g2_i1|m.6010	0
t1	resilient	R.21	lcl|c218866_g2_i1|m.6010	0
t1	resilient	R.26	lcl|c218866_g2_i1|m.6010	0
t1	resilient	R.66	lcl|c218866_g2_i1|m.6010	0
t1	resilient	R.74	lcl|c218866_g2_i1|m.6010	0
t1	susceptible	S.5	lcl|c218866_g2_i1|m.6010	0
t1	susceptible	S.20	lcl|c218866_g2_i1|m.6010	0
t1	susceptible	S.25	lcl|c218866_g2_i1|m.6010	0
t1	susceptible	S.28	lcl|c218866_g2_i1|m.6010	0
t1	susceptible	S.55	lcl|c218866_g2_i1|m.6010	1
t1	susceptible	S.73	lcl|c218866_g2_i1|m.6010	0
t1	resilient	R.10	lcl|c225931_g4_i1|m.11061	0
t1	resilient	R.13	lcl|c225931_g4_i1|m.11061	0
t1	resilient	R.21	lcl|c225931_g4_i1|m.11061	0
t1	resilient	R.26	lcl|c225931_g4_i1|m.11061	0
t1	resilient	R.66	lcl|c225931_g4_i1|m.11061	0
t1	resilient	R.74	lcl|c225931_g4_i1|m.11061	1
t1	susceptible	S.5	lcl|c225931_g4_i1|m.11061	0
t1	susceptible	S.20	lcl|c225931_g4_i1|m.11061	0
t1	susceptible	S.25	lcl|c225931_g4_i1|m.11061	0
t1	susceptible	S.28	lcl|c225931_g4_i1|m.11061	0
t1	susceptible	S.55	lcl|c225931_g4_i1|m.11061	0
t1	susceptible	S.73	lcl|c225931_g4_i1|m.11061	0
t1	resilient	R.10	lcl|c228417_g1_i13|m.13317	0
t1	resilient	R.13	lcl|c228417_g1_i13|m.13317	0
t1	resilient	R.21	lcl|c228417_g1_i13|m.13317	0
t1	resilient	R.26	lcl|c228417_g1_i13|m.13317	0
t1	resilient	R.66	lcl|c228417_g1_i13|m.13317	0
t1	resilient	R.74	lcl|c228417_g1_i13|m.13317	0
t1	susceptible	S.5	lcl|c228417_g1_i13|m.13317	0
t1	susceptible	S.20	lcl|c228417_g1_i13|m.13317	1
t1	susceptible	S.25	lcl|c228417_g1_i13|m.13317	0
t1	susceptible	S.28	lcl|c228417_g1_i13|m.13317	0
t1	susceptible	S.55	lcl|c228417_g1_i13|m.13317	0
t1	susceptible	S.73	lcl|c228417_g1_i13|m.13317	0
t1	resilient	R.10	lcl|c225696_g1_i1|m.10828	0
t1	resilient	R.13	lcl|c225696_g1_i1|m.10828	0
t1	resilient	R.21	lcl|c225696_g1_i1|m.10828	0
t1	resilient	R.26	lcl|c225696_g1_i1|m.10828	0
t1	resilient	R.66	lcl|c225696_g1_i1|m.10828	0
t1	resilient	R.74	lcl|c225696_g1_i1|m.10828	0
t1	susceptible	S.5	lcl|c225696_g1_i1|m.10828	0
t1	susceptible	S.20	lcl|c225696_g1_i1|m.10828	1
t1	susceptible	S.25	lcl|c225696_g1_i1|m.10828	0
t1	susceptible	S.28	lcl|c225696_g1_i1|m.10828	0
t1	susceptible	S.55	lcl|c225696_g1_i1|m.10828	0
t1	susceptible	S.73	lcl|c225696_g1_i1|m.10828	0
t1	resilient	R.10	lcl|c240815_g2_i5|m.27770	0
t1	resilient	R.13	lcl|c240815_g2_i5|m.27770	0
t1	resilient	R.21	lcl|c240815_g2_i5|m.27770	0
t1	resilient	R.26	lcl|c240815_g2_i5|m.27770	0
t1	resilient	R.66	lcl|c240815_g2_i5|m.27770	0
