Protein,Timepoint,R mean,R std,S mean,S std,Log2FC,SSMD
lcl|c218722_g1_i2|m.5914,T2,4,2,5,2,0.3219280949,0.3535533906
lcl|c226846_g2_i3|m.11856,T2,0.3333333333,0.5163977795,1,1,1.584962501,0.4675864197
lcl|c226631_g6_i18|m.11657,T2,0.1666666667,0.4082482905,1,1,2.584962501,0.6183031536
lcl|c221105_g4_i2|m.7402,T2,0.6666666667,0.5163977795,1.333333333,0.5773502692,1,0.5703781796
lcl|c234643_g1_i7|m.20081,T2,15.16666667,6.274286148,19.33333333,11.8462371,0.3501863549,0.3369851123
lcl|c223775_g7_i2|m.9373,T2,3,2.449489743,3.333333333,5.773502692,0.1520030934,0.0539092711
lcl|c233784_g1_i2|m.19012,T2,0.6666666667,0.5163977795,1,1,0.5849625007,0.2337932099
lcl|c242000_g5_i4|m.29233,T2,0.1666666667,0.4082482905,0.6666666667,1.154700538,2,0.3410106586
lcl|c233767_g1_i3|m.18989,T2,73.5,17.39827578,93.33333333,31.08590249,0.3446481714,0.6268310458
lcl|c228746_g3_i3|m.13615,T2,4.333333333,3.444802849,5.666666667,5.033222957,0.3870231231,0.2348854752
lcl|c232899_g1_i2|m.17887,T2,5.666666667,2.160246899,7.333333333,3.511884584,0.3719687774,0.4084056329
lcl|c214602_g8_i1|m.3549,T2,2,1.264911064,2.666666667,1.154700538,0.4150374993,0.3391857891
lcl|c243326_g1_i1|m.30823,T2,1,0.894427191,1.333333333,1.154700538,0.4150374993,0.1886467119
lcl|c237593_g3_i5|m.23465,T2,0.5,0.5477225575,1,1,1,0.3454075763
lcl|c230640_g2_i5|m.15506,T2,0,0,0.6666666667,1.154700538,2.736965594,0.5773502692
lcl|c213912_g1_i5|m.3283,T2,0.1666666667,0.4082482905,0.6666666667,1.154700538,2,0.3410106586
lcl|c218123_g3_i2|m.5572,T2,9,2.828427125,11.66666667,3.214550254,0.3743955148,0.6668711861
lcl|c229507_g2_i4|m.14343,T2,6.166666667,5.879342367,8,5.291502622,0.3755091351,0.2907538207
lcl|c195747_g2_i1|m.945,T2,108.1666667,51.0192774,137,46.70117772,0.3409199157,0.6034457458
lcl|c244452_g2_i2|m.32209,T2,1.666666667,1.861898673,2.333333333,2.516611478,0.4854268272,0.2102188686
lcl|c218183_g4_i3|m.5602,T2,0.3333333333,0.5163977795,0.6666666667,1.154700538,1,0.2167003167
lcl|c212523_g5_i2|m.2749,T2,0,0,0.6666666667,1.154700538,2.736965594,0.5773502692
lcl|c228325_g7_i1|m.13245,T2,1.5,1.378404875,1.666666667,2.886751346,0.1520030934,0.05004724494
lcl|c244441_g1_i1|m.32200,T2,0.3333333333,0.5163977795,1,1,1.584962501,0.4675864197
lcl|c225115_g3_i4|m.10375,T2,0.5,0.5477225575,0.6666666667,1.154700538,0.4150374993,0.1069436
lcl|c237609_g2_i1|m.23487,T2,8.5,1.974841766,11,3,0.3719687774,0.6947210067
lcl|c239684_g3_i6|m.26167,T2,9,8.366600265,11.33333333,10.26320288,0.3325753391,0.211192494
lcl|c239706_g1_i2|m.26224,T2,0.3333333333,0.5163977795,0.6666666667,1.154700538,1,0.2167003167
lcl|c223608_g1_i1|m.9238,T2,0.3333333333,0.5163977795,0.6666666667,1.154700538,1,0.2167003167
lcl|c221711_g1_i1|m.7807,T2,1.333333333,0.8164965809,1.666666667,1.527525232,0.3219280949,0.1673726586
lcl|c241194_g4_i1|m.28300,T2,0.5,0.5477225575,1.333333333,0.5773502692,1.415037499,0.6971661761
lcl|c221440_g2_i5|m.7632,T2,1.333333333,0.8164965809,2,1,0.5849625007,0.4108505525
lcl|c229705_g1_i1|m.14556,T2,0.3333333333,0.5163977795,0.6666666667,1.154700538,1,0.2167003167
lcl|c236740_g1_i13|m.22464,T2,0.1666666667,0.4082482905,0.6666666667,1.154700538,2,0.3410106586
lcl|c223794_g5_i1|m.9388,T2,0,0,1,1,3.321928095,1
lcl|c234687_g3_i2|m.20140,T2,0,0,0.6666666667,1.154700538,2.736965594,0.5773502692
lcl|c240453_g2_i2|m.27266,T2,0.1666666667,0.4082482905,0.6666666667,1.154700538,2,0.3410106586
lcl|c235206_g5_i3|m.20703,T2,0,0,0.6666666667,1.154700538,2.736965594,0.5773502692
lcl|c238663_g1_i2|m.24780,T2,2.5,1.378404875,3,3,0.2630344058,0.1458227416
lcl|c221649_g6_i2|m.7773,T2,1.166666667,0.9831920803,1.333333333,2.309401077,0.1926450779,0.06168729449
lcl|c244169_g2_i1|m.31846,T2,0.6666666667,0.5163977795,0.6666666667,1.154700538,0,0
lcl|c243406_g1_i1|m.30946,T2,1.333333333,1.032795559,2.333333333,1.527525232,0.8073549221,0.4767895721
lcl|c221524_g4_i2|m.7708,T2,11,16.0623784,14,12.28820573,0.3479233034,0.2216908274
lcl|c237938_g3_i2|m.23906,T2,2,1.095445115,2.333333333,2.081665999,0.2223924213,0.1305011468
lcl|c229503_g1_i3|m.14339,T2,3,0.894427191,3.666666667,4.041451884,0.2895066172,0.1566042084
lcl|c222323_g2_i2|m.8244,T2,0.1666666667,0.4082482905,1,1,2.584962501,0.6183031536
lcl|c227969_g2_i1|m.12933,T2,2,1.264911064,2.666666667,1.527525232,0.4150374993,0.302308017
lcl|c223071_g1_i1|m.8853,T2,0,0,0.6666666667,1.154700538,2.736965594,0.5773502692
lcl|c232653_g3_i2|m.17644,T2,0.1666666667,0.4082482905,1.333333333,0.5773502692,3,1.088002737
lcl|c239406_g1_i2|m.25742,T2,9.666666667,6.218252702,12.66666667,5.507570547,0.3899465183,0.4587250412
lcl|c244235_g1_i2|m.31919,T2,7.5,2.588435821,9.666666667,2.516611478,0.3661278988,0.6386318487
lcl|c237136_g3_i1|m.22962,T2,4,1.788854382,5.333333333,3.214550254,0.4150374993,0.3574858895
lcl|c220475_g1_i1|m.6962,T2,3.666666667,3.204163958,5,1,0.447458977,0.4898675119
lcl|c216377_g1_i3|m.4559,T2,3.666666667,2.658320272,5,3.605551275,0.447458977,0.3115414417
lcl|c180548_g1_i1|m.648,T2,0.3333333333,0.5163977795,1,1,1.584962501,0.4675864197
lcl|c229541_g1_i10|m.14378,T2,0.3333333333,0.5163977795,0.6666666667,1.154700538,1,0.2167003167
lcl|c213743_g5_i1|m.3191,T2,3.333333333,1.632993162,4.333333333,1.527525232,0.3785116233,0.4226027991
lcl|c220936_g1_i1|m.7247,T2,0.3333333333,0.5163977795,1.333333333,0.5773502692,2,0.8555672694
lcl|c238150_g1_i2|m.24167,T2,0.5,0.5477225575,0.6666666667,1.154700538,0.4150374993,0.1069436
lcl|c227562_g6_i1|m.12582,T2,42,18.18790807,54.33333333,18.00925688,0.3714482307,0.6493844578
lcl|c240071_g1_i3|m.26729,T2,0.5,0.5477225575,1,1,1,0.3454075763
lcl|c243402_g1_i3|m.30942,T2,0.3333333333,0.5163977795,0.6666666667,1.154700538,1,0.2167003167
lcl|c232149_g3_i2|m.17053,T2,0.5,0.5477225575,0.6666666667,1.154700538,0.4150374993,0.1069436
lcl|c236174_g2_i5|m.21792,T2,0,0,0.6666666667,1.154700538,2.736965594,0.5773502692
lcl|c236445_g2_i3|m.22125,T2,0.3333333333,0.5163977795,1,1,1.584962501,0.4675864197
lcl|c241909_g1_i6|m.29130,T2,0.3333333333,0.5163977795,1.333333333,0.5773502692,2,0.8555672694
lcl|c206531_g1_i1|m.1558,T2,8.666666667,4.844240567,11.33333333,5.507570547,0.3870231231,0.421522096
lcl|c219583_g2_i1|m.6468,T2,3.666666667,1.032795559,5,3.464101615,0.447458977,0.3555164842
lcl|c220189_g1_i1|m.6796,T2,0.6666666667,0.5163977795,0.6666666667,1.154700538,0,0
lcl|c228543_g5_i2|m.13413,T2,2.666666667,2.065591118,3.666666667,1.527525232,0.4594316186,0.3933072999
lcl|c240887_g1_i1|m.27877,T2,0,0,0.6666666667,1.154700538,2.736965594,0.5773502692
lcl|c244176_g3_i1|m.31854,T2,0.5,0.8366600265,1,1.732050808,1,0.2312902055
lcl|c241498_g6_i2|m.28662,T2,21.16666667,6.585337248,28,15.71623365,0.403632736,0.4236463167
lcl|c210994_g1_i1|m.2320,T2,13.66666667,4.760952286,18,5.196152423,0.3973354975,0.7170433112
lcl|c243893_g1_i1|m.31474,T2,13.66666667,4.966554809,18.33333333,2.309401077,0.4238077089,1.194367154
lcl|c234352_g2_i1|m.19757,T2,1.333333333,1.032795559,1.666666667,2.081665999,0.3219280949,0.1317726421
lcl|c216872_g3_i2|m.4822,T2,0.3333333333,0.5163977795,1,1,1.584962501,0.4675864197
lcl|c207967_g2_i1|m.1713,T2,0.8333333333,0.7527726527,1.666666667,0.5773502692,1,0.6145287703
lcl|c219274_g1_i6|m.6313,T2,1.5,0.8366600265,2.333333333,2.309401077,0.6374299206,0.3148208137
lcl|c222929_g2_i3|m.8717,T2,9,3.741657387,12,2.645751311,0.4150374993,0.7882922737
lcl|c222542_g3_i2|m.8415,T2,0.8333333333,0.4082482905,1,1,0.2630344058,0.1236606307
lcl|c230414_g1_i1|m.15275,T2,2.5,1.224744871,3.333333333,2.516611478,0.4150374993,0.2811911752
lcl|c234586_g2_i8|m.20013,T2,0.5,0.5477225575,0.6666666667,1.154700538,0.4150374993,0.1069436
lcl|c215924_g3_i1|m.4285,T2,2.333333333,2.338090389,3.333333333,4.163331999,0.5145731728,0.213154631
lcl|c223254_g1_i1|m.8977,T2,0.6666666667,0.5163977795,0.6666666667,1.154700538,0,0
lcl|c215778_g6_i2|m.4198,T2,0.8333333333,0.7527726527,1.666666667,1.154700538,1,0.4945900105
lcl|c236444_g1_i2|m.22121,T2,0.3333333333,0.5163977795,1,1,1.584962501,0.4675864197
lcl|c224848_g2_i1|m.10169,T2,3.333333333,2.804757862,4.666666667,3.055050463,0.4854268272,0.3449229024
lcl|c241176_g3_i1|m.28288,T2,4,0.632455532,5.333333333,2.081665999,0.4150374993,0.5635245093
lcl|c216645_g1_i1|m.4691,T2,3,2.097617696,4.333333333,4.932882862,0.5305147167,0.2496311312
lcl|c239240_g3_i4|m.25490,T2,12.16666667,5.564770136,16.33333333,4.041451884,0.4248852852,0.7950890442
lcl|c226287_g1_i1|m.11356,T2,6,3.098386677,8,7,0.4150374993,0.269198819
lcl|c218881_g3_i2|m.6022,T2,2.5,1.378404875,3.333333333,2.516611478,0.4150374993,0.2763970442
lcl|c227092_g1_i4|m.12141,T2,0,0,0.6666666667,1.154700538,2.736965594,0.5773502692
lcl|c217015_g1_i1|m.4906,T2,0,0,0.6666666667,1.154700538,2.736965594,0.5773502692
lcl|c216038_g5_i1|m.4365,T2,4,2.28035085,5.333333333,1.527525232,0.4150374993,0.5078108707
lcl|c225334_g2_i2|m.10532,T2,1.333333333,1.366260102,2.333333333,1.527525232,0.8073549221,0.4442973115
lcl|c218885_g2_i11|m.6026,T2,0.1666666667,0.4082482905,1,1,2.584962501,0.6183031536
lcl|c239498_g3_i1|m.25892,T2,0,0,0.6666666667,1.154700538,2.736965594,0.5773502692
lcl|c234467_g2_i1|m.19858,T2,0.3333333333,0.5163977795,1,1,1.584962501,0.4675864197
lcl|c228524_g1_i1|m.13396,T2,0.1666666667,0.4082482905,1,1,2.584962501,0.6183031536
lcl|c225328_g5_i5|m.10528,T2,0.3333333333,0.5163977795,1,1,1.584962501,0.4675864197
lcl|c228207_g1_i1|m.13128,T2,0.3333333333,0.5163977795,1,1,1.584962501,0.4675864197
lcl|c223823_g1_i1|m.9417,T2,0,0,0.6666666667,1.154700538,2.736965594,0.5773502692
lcl|c229310_g3_i5|m.14143,T2,1.5,0.5477225575,1.333333333,2.309401077,-0.1699250014,-0.06573316142
lcl|c237535_g3_i3|m.23359,T2,0.5,0.5477225575,1,1,1,0.3454075763
lcl|c226723_g5_i2|m.11731,T2,14.5,0.8366600265,19.66666667,3.511884584,0.4396995535,1.380521748
lcl|c222852_g4_i5|m.8661,T2,4.166666667,1.722401424,5.666666667,2.886751346,0.4436066515,0.4370719879
lcl|c239464_g2_i1|m.25827,T2,0.1666666667,0.4082482905,0.6666666667,1.154700538,2,0.3410106586
lcl|c222286_g2_i1|m.8232,T2,0.5,0.5477225575,1,1,1,0.3454075763
lcl|c212652_g1_i3|m.2790,T2,1,0.632455532,1,1.732050808,0,0
lcl|c230117_g1_i3|m.14970,T2,2.333333333,1.966384161,3.333333333,3.214550254,0.5145731728,0.2647569338
lcl|c228847_g1_i2|m.13712,T2,0.8333333333,0.7527726527,1.666666667,0.5773502692,1,0.6145287703
lcl|c221593_g3_i1|m.7753,T2,6.833333333,3.488074923,9.333333333,6.806859286,0.4498029174,0.3424031667
lcl|c226999_g3_i5|m.12032,T2,3.166666667,2.316606714,4.333333333,4.932882862,0.4525122047,0.2167696257
lcl|c216163_g1_i3|m.4416,T2,1.5,0.8366600265,1.666666667,1.527525232,0.1520030934,0.08326411357
lcl|c240664_g2_i2|m.27564,T2,0.8333333333,0.7527726527,1.333333333,1.527525232,0.6780719051,0.2551924451
lcl|c240739_g2_i5|m.27680,T2,1,0,1,1,0,0
lcl|c241055_g1_i5|m.28132,T2,0.3333333333,0.5163977795,1,1,1.584962501,0.4675864197
lcl|c220300_g3_i1|m.6859,T2,40.83333333,5.636192568,56,32.90896534,0.4556794838,0.4584874181
lcl|c237613_g1_i3|m.23496,T2,0.8333333333,0.9831920803,1.666666667,2.081665999,1,0.3320153913
lcl|c214915_g6_i2|m.3733,T2,1,0.894427191,1.333333333,2.309401077,0.4150374993,0.1249027606
lcl|c222691_g4_i1|m.8535,T2,6.166666667,1.834847859,8.333333333,10.40833,0.4344028241,0.2047279878
lcl|c219636_g2_i3|m.6495,T2,4.666666667,1.632993162,6.333333333,4.041451884,0.4405725914,0.3764681601
lcl|c226593_g2_i1|m.11607,T2,4.5,3.33166625,6.333333333,2.309401077,0.4930400113,0.5293112857
lcl|c232983_g2_i2|m.17991,T2,5.5,1.870828693,7.666666667,4.725815626,0.4791678367,0.4243068281
lcl|c220236_g4_i1|m.6833,T2,5,2.75680975,7,2.645751311,0.4854268272,0.5653775024
lcl|c234439_g3_i1|m.19847,T2,1,0.632455532,1.666666667,1.154700538,0.7369655942,0.413588773
lcl|c238756_g1_i5|m.24892,T2,3.5,1.378404875,5,1,0.5145731728,0.7738943177
lcl|c216467_g10_i1|m.4595,T2,8.833333333,9.724539406,13,9.643650761,0.5574817643,0.3929260363
lcl|c231252_g2_i1|m.16075,T2,2.666666667,0.8164965809,3.666666667,1.527525232,0.4594316186,0.5021179759
lcl|c239584_g1_i11|m.26009,T2,0.1666666667,0.4082482905,1,1,2.584962501,0.6183031536
lcl|c220638_g5_i1|m.7054,T2,1.166666667,0.7527726527,2,1,0.7776075787,0.5264627208
lcl|c227852_g1_i7|m.12835,T2,1.166666667,0.7527726527,2,1.732050808,0.7776075787,0.3925952795
lcl|c179773_g1_i1|m.636,T2,0.5,0.8366600265,1.333333333,1.527525232,1.415037499,0.4163205678
lcl|c233312_g1_i1|m.18392,T2,1,0.632455532,1.333333333,1.154700538,0.4150374993,0.2067943865
lcl|c202129_g1_i1|m.1242,T2,12.16666667,2.786873995,17.33333333,4.163331999,0.5106151593,1.079507253
lcl|c241437_g3_i3|m.28567,T2,1.166666667,0.4082482905,1.666666667,0.5773502692,0.5145731728,0.4662868875
lcl|c221031_g2_i1|m.7336,T2,1,1.673320053,2,2.645751311,1,0.3108854011
lcl|c231859_g5_i5|m.16713,T2,2.833333333,1.471960144,4,4.358898944,0.4974996595,0.2490517978
lcl|c235993_g2_i2|m.21545,T2,1,0.632455532,1.333333333,1.154700538,0.4150374993,0.2067943865
lcl|c218043_g2_i3|m.5510,T2,0.8333333333,0.7527726527,1.333333333,1.527525232,0.6780719051,0.2551924451
lcl|c221039_g3_i2|m.7343,T2,2.333333333,0.5163977795,3.333333333,0.5773502692,0.5145731728,0.8555672694
lcl|c228864_g3_i2|m.13732,T2,62,31.78049716,87.66666667,19.03505538,0.4997601782,1.243708328
lcl|c239673_g1_i3|m.26150,T2,2.166666667,1.722401424,3,3,0.4694852833,0.236224394
lcl|c243493_g3_i2|m.31028,T2,4.333333333,3.614784456,6,4.358898944,0.4694852833,0.3254266932
lcl|c221619_g2_i1|m.7763,T2,4.5,1.378404875,6.333333333,2.516611478,0.4930400113,0.6080734971
lcl|c229808_g3_i3|m.14640,T2,1.333333333,0.5163977795,2,1.732050808,0.5849625007,0.3319751974
lcl|c210398_g1_i3|m.2174,T2,26.16666667,14.63443428,37.33333333,23.00724524,0.5127341732,0.4724678165
lcl|c211551_g6_i4|m.2453,T2,0.8333333333,0.9831920803,1.666666667,2.081665999,1,0.3320153913
lcl|c231378_g1_i2|m.16165,T2,0.5,0.8366600265,1,1.732050808,1,0.2312902055
lcl|c237832_g1_i6|m.23803,T2,0.8333333333,0.7527726527,1.666666667,0.5773502692,1,0.6145287703
lcl|c215616_g6_i2|m.4120,T2,30.16666667,10.30372101,43,39,0.5113813683,0.3268530754
lcl|c231891_g1_i1|m.16759,T2,5.333333333,1.366260102,7.666666667,3.511884584,0.5235619561,0.601145935
lcl|c233596_g1_i1|m.18749,T2,4.166666667,2.041241452,6,3.464101615,0.5260688117,0.4571564858
lcl|c222323_g2_i2|m.8245,T2,1.666666667,0.5163977795,2.333333333,0.5773502692,0.4854268272,0.5703781796
lcl|c241874_g1_i11|m.29054,T2,3.5,3.016620626,5.333333333,4.163331999,0.6076825772,0.3792659979
lcl|c217198_g5_i5|m.5024,T2,1,0.632455532,1.666666667,1.154700538,0.7369655942,0.413588773
lcl|c243506_g1_i6|m.31041,T2,9.666666667,6.918574034,14.33333333,11.93035345,0.5682837596,0.3734283678
lcl|c233661_g2_i3|m.18841,T2,19.16666667,16.25320481,28,22.11334439,0.5468273718,0.3868074178
lcl|c214118_g1_i2|m.3372,T2,31.66666667,12.32341944,46.33333333,13.57694124,0.5490854644,1.014562674
lcl|c230823_g3_i1|m.15672,T2,40.5,4.460941605,59,25.53429067,0.5427930465,0.7196091263
lcl|c233702_g11_i7|m.18877,T2,0.5,0.8366600265,1,1.732050808,1,0.2312902055
lcl|c240523_g1_i10|m.27367,T2,2.5,3.33166625,3.666666667,4.041451884,0.552541023,0.2432844508
lcl|c232338_g2_i2|m.17255,T2,2.5,1.378404875,3.666666667,2.516611478,0.552541023,0.3869558618
lcl|c240246_g6_i1|m.26956,T2,1,1.549193338,2.333333333,0.5773502692,1.222392421,0.7197518885
lcl|c236844_g2_i5|m.22607,T2,8.333333333,3.444802849,12.33333333,10.11599394,0.5655971759,0.3827393033
lcl|c219506_g5_i1|m.6423,T2,13.33333333,3.881580434,19.66666667,9.609023537,0.5607149545,0.6330279893
lcl|c231737_g1_i3|m.16576,T2,16.5,12.81795616,24.33333333,21.57158625,0.5604679388,0.3535244564
lcl|c240628_g3_i3|m.27511,T2,1.333333333,2.065591118,2.333333333,4.041451884,0.8073549221,0.2210544519
lcl|c223433_g6_i1|m.9115,T2,1.5,1.378404875,2.333333333,3.214550254,0.6374299206,0.2303279048
lcl|c241579_g2_i1|m.28728,T2,0.8333333333,0.7527726527,1,1.732050808,0.2630344058,0.0785190559
lcl|c212839_g1_i3|m.2877,T2,9.166666667,3.060501048,13.66666667,4.163331999,0.5761922911,0.9291823417
lcl|c215894_g1_i3|m.4266,T2,1,1.095445115,2,2,1,0.4019050361
lcl|c221450_g9_i6|m.7639,T2,3.5,1.870828693,5.333333333,1.154700538,0.6076825772,0.8138114737
lcl|c231257_g1_i5|m.16082,T2,6,3.224903099,9,4.358898944,0.5849625007,0.5946740877
lcl|c229625_g1_i5|m.14457,T2,1.166666667,0.7527726527,2,1,0.7776075787,0.5264627208
lcl|c218445_g1_i1|m.5788,T2,1.333333333,0.8164965809,1.666666667,1.527525232,0.3219280949,0.1673726586
lcl|c209191_g2_i1|m.1916,T2,4.5,2.588435821,6.666666667,2.886751346,0.5670405927,0.5894692202
lcl|c239517_g6_i1|m.25917,T2,0.8333333333,0.9831920803,1.333333333,2.309401077,0.6780719051,0.1850618835
lcl|c216124_g1_i3|m.4406,T2,19.33333333,6.055300708,28.66666667,9.451631253,0.5682837596,0.9266670772
lcl|c216500_g6_i5|m.4616,T2,1.833333333,1.471960144,3,0,0.7104933828,0.679960628
lcl|c210957_g4_i1|m.2306,T2,1,1.264911064,2,2.645751311,1,0.3239347972
lcl|c220294_g1_i11|m.6858,T2,0.5,0.8366600265,1,1.732050808,1,0.2312902055
lcl|c224812_g3_i3|m.10152,T2,0.8333333333,1.169045194,2,1,1.263034406,0.6385541672
lcl|c228300_g4_i1|m.13216,T2,4.333333333,2.875181154,6.666666667,4.725815626,0.6214883767,0.4403009844
lcl|c243791_g1_i1|m.31323,T2,8.166666667,3.600925807,12.33333333,8.326663998,0.5947435215,0.4762754437
lcl|c243654_g1_i2|m.31195,T2,1.333333333,2.422120283,2.333333333,4.041451884,0.8073549221,0.2173010861
lcl|c236562_g3_i1|m.22244,T2,20.5,5.958187644,31,13,0.5966443058,0.7806392079
lcl|c231469_g3_i4|m.16290,T2,11.66666667,1.751190072,17.66666667,18.58314649,0.5986374376,0.3212482568
lcl|c216539_g3_i3|m.4633,T2,1.166666667,0.7527726527,2,1.732050808,0.7776075787,0.3925952795
lcl|c230636_g2_i1|m.15503,T2,6,4.289522118,9,1.732050808,0.5849625007,0.8816270327
lcl|c241909_g2_i3|m.29133,T2,1,0.894427191,2,1.732050808,1,0.4569663117
lcl|c226146_g2_i7|m.11244,T2,1.166666667,1.169045194,1.666666667,2.886751346,0.5145731728,0.1530589826
lcl|c243673_g1_i1|m.31225,T2,0.1666666667,0.4082482905,1,1.732050808,2.584962501,0.4265660772
lcl|c220319_g5_i1|m.6862,T2,2,0.632455532,3,2,0.5849625007,0.4358173146
lcl|c227206_g2_i7|m.12247,T2,6.333333333,1.632993162,9.666666667,2.081665999,0.6100534817,1.209181207
lcl|c226156_g7_i2|m.11251,T2,1,2,2.333333333,2.516611478,1.222392421,0.4147806779
lcl|c220485_g3_i1|m.6974,T2,4.833333333,8.010409894,8,13,0.7269815056,0.2328048642
lcl|c228529_g1_i1|m.13404,T2,5.666666667,3.932768321,8.333333333,9.073771726,0.5563933485,0.2807813022
lcl|c230032_g6_i1|m.14874,T2,5.333333333,2.943920289,8,5.196152423,0.5849625007,0.4649979658
lcl|c232381_g2_i3|m.17311,T2,17.5,6.220932406,26.66666667,17.61628035,0.6076825772,0.5102245613
lcl|c224488_g1_i1|m.9847,T2,4.5,3.016620626,7,6.557438524,0.6374299206,0.3570217772
lcl|c241333_g1_i3|m.28443,T2,1.666666667,0.8164965809,2.666666667,0.5773502692,0.6780719051,0.7131357105
lcl|c233953_g2_i7|m.19245,T2,0.8333333333,1.329160136,2,2,1.263034406,0.4521311706
lcl|c214573_g3_i1|m.3534,T2,6.5,4.324349662,10,7,0.6214883767,0.4609706638
lcl|c233948_g1_i2|m.19238,T2,24.83333333,9.786044485,38.66666667,20.25668614,0.6388124747,0.6671759468
lcl|c243935_g1_i3|m.31546,T2,3.666666667,1.966384161,5.666666667,3.785938897,0.6280312226,0.4679581986
lcl|c241854_g3_i2|m.29002,T2,0.5,0.5477225575,1.333333333,1.527525232,1.415037499,0.4500378508
lcl|c236114_g1_i1|m.21718,T2,2.833333333,1.169045194,4.333333333,4.932882862,0.6129768769,0.2904478457
lcl|c232804_g4_i5|m.17788,T2,0.6666666667,1.211060142,1.666666667,2.081665999,1.321928095,0.3847447849
lcl|c233502_g5_i2|m.18631,T2,0.5,0.5477225575,1,1.732050808,1,0.247069678
lcl|c224242_g3_i7|m.9677,T2,3,1.549193338,4.666666667,1.527525232,0.6374299206,0.7151218734
lcl|c226212_g1_i3|m.11297,T2,6.666666667,5.085928299,10.33333333,7.637626158,0.6322682155,0.4430060865
lcl|c225015_g2_i1|m.10306,T2,2.166666667,1.722401424,3.666666667,3.785938897,0.7589919005,0.3557526508
lcl|c228479_g4_i1|m.13361,T2,0.8333333333,0.4082482905,1.333333333,1.527525232,0.6780719051,0.281725691
lcl|c224713_g2_i1|m.10075,T2,4.333333333,3.011090611,7,6,0.6918777046,0.4113669878
lcl|c235384_g3_i4|m.20872,T2,1.666666667,0.8164965809,2.666666667,1.527525232,0.6780719051,0.5021179759
lcl|c222186_g2_i2|m.8151,T2,3,2,5,2.645751311,0.7369655942,0.6030226892
lcl|c238378_g1_i1|m.24441,T2,18.83333333,4.915960401,29.33333333,3.511884584,0.6392526562,2.230246885
lcl|c238560_g5_i2|m.24666,T2,2.333333333,1.751190072,4,1.732050808,0.7776075787,0.653600795
lcl|c228577_g3_i1|m.13439,T2,0.5,0.5477225575,1,1.732050808,1,0.247069678
lcl|c238111_g1_i1|m.24102,T2,14,7.211102551,22,16.09347694,0.6520766966,0.4838080567
lcl|c241873_g2_i3|m.29039,T2,3.166666667,1.940790217,4.666666667,4.041451884,0.5594274086,0.3336224847
lcl|c220963_g1_i1|m.7276,T2,1.666666667,1.211060142,2,3.464101615,0.2630344058,0.08777365608
lcl|c226971_g4_i11|m.11980,T2,1.333333333,1.032795559,2.333333333,1.527525232,0.8073549221,0.4767895721
lcl|c236795_g1_i2|m.22544,T2,0.1666666667,0.4082482905,1,1.732050808,2.584962501,0.4265660772
lcl|c231559_g1_i5|m.16408,T2,6.166666667,3.488074923,10,6,0.69743723,0.5847400399
lcl|c244515_g4_i1|m.32348,T2,2.5,1.516575089,4,1,0.6780719051,0.7469113556
lcl|c237004_g1_i4|m.22774,T2,0,0,1,1.732050808,3.321928095,0.5773502692
lcl|c239813_g5_i1|m.26346,T2,0.5,0.5477225575,1.333333333,1.154700538,1.415037499,0.5347179998
lcl|c234687_g2_i2|m.20139,T2,1.666666667,0.8164965809,2,3.464101615,0.2630344058,0.09027825103
lcl|c230767_g4_i2|m.15603,T2,0,0,1,1.732050808,3.321928095,0.5773502692
lcl|c210230_g1_i1|m.2146,T2,0.1666666667,0.4082482905,1.666666667,0.5773502692,3.321928095,1.398860662
lcl|c240327_g5_i1|m.27085,T2,0.3333333333,0.5163977795,1,1.732050808,1.584962501,0.3319751974
lcl|c241409_g1_i4|m.28539,T2,4.5,2.588435821,7.333333333,8.386497084,0.7045441165,0.3260579896
lcl|c215957_g2_i7|m.4321,T2,13,4.147288271,21,18.52025918,0.6918777046,0.4268293396
lcl|c229041_g1_i1|m.13901,T2,0.5,0.8366600265,1.666666667,1.527525232,1.736965594,0.582848795
lcl|c231577_g2_i2|m.16429,T2,0.1666666667,0.4082482905,1,1.732050808,2.584962501,0.4265660772
