module_id,step,step_option,step_option_component,sub_step,sub_step_option,sub_step_option_component,sub_sub_step,sub_sub_step_option,sub_sub_step_option_component,essential,identifier
M00866,7,1,1,,,,,,,1,K02527
M00866,8,1,1,,,,,,,1,K02517
M00866,9,1,1,,,,,,,1,K09778
M00867,1,1,1,,,,,,,1,K12977
M00867,2,1,1,,,,,,,1,K03760
M00867,3,1,1,,,,,,,1,K23082
M00867,3,1,2,,,,,,,1,K23083
M00867,4,1,1,,,,,,,1,K23159
M00867,5,1,1,,,,,,,1,K09953
M00868,1,1,1,,,,,,,1,K00643
M00868,2,1,1,,,,,,,1,K01698
M00868,3,1,1,,,,,,,1,K01749
M00868,4,1,1,,,,,,,1,K01719
M00868,5,1,1,,,,,,,1,K01599
M00868,6,1,1,,,,,,,1,K00228
M00868,7,1,1,,,,,,,1,K00231
M00868,8,1,1,,,,,,,1,K01772
M00872,1,1,1,,,,,,,1,K00728
M00872,2,1,1,,,,,,,1,K18207
M00872,3,1,1,,,,,,,1,K09654
M00872,4,1,1,,,,,,,1,K17547
M00873,1,1,1,,,,,,,1,K18660
M00873,2,1,1,,,,,,,1,K03955
M00873,2,1,2,,,,,,,1,K00645
M00873,3,1,1,,,,,,,1,K09458
M00873,4,1,1,,,,,,,1,K11539
M00873,4,1,2,,,,,,,1,K13370
M00873,5,1,1,,,,,,,1,K22540
M00873,6,1,1,,,,,,,1,K07512
M00874,1,1,1,,,,,,,1,K11262
M00874,2,1,1,,,,,,,1,K03955
M00874,2,1,2,,,,,,,1,K00645
M00874,3,1,1,,,,,,,1,K09458
M00874,4,1,1,,,,,,,1,K00059
M00874,5,1,1,,,,,,,1,K22541
M00874,6,1,1,,,,,,,1,K07512
M00875,1,1,1,,,,,,,1,K23371
M00875,2,1,1,,,,,,,1,K21949
M00875,3,1,1,,,,,,,1,K21721
M00875,4,1,1,,,,,,,1,K23372
M00875,5,1,1,,,,,,,1,K23373
M00875,6,1,1,,,,,,,1,K23374
M00875,7,1,1,,,,,,,1,K23375
M00876,1,1,1,,,,,,,1,K21898
M00876,2,1,1,,,,,,,1,K23446
M00876,3,1,1,,,,,,,1,K23447
M00877,1,1,1,,,,,,,1,K18652
M00877,2,1,1,,,,,,,1,K18653
M00877,3,1,1,,,,,,,1,K18654
M00878,1,1,1,,,,,,,1,K01912
M00878,2,1,1,,,,,,,1,K02609
M00878,2,1,2,,,,,,,1,K02610
M00878,2,1,3,,,,,,,1,K02611
M00878,2,1,4,,,,,,,1,K02612
M00878,2,1,5,,,,,,,1,K02613
M00878,3,1,1,,,,,,,1,K15866
M00878,4,1,1,,,,,,,1,K02618
M00878,5,1,1,,,,,,,1,K02615
M00878,6,1,1,,,,,,,1,K01692
M00878,7,1,1,,,,,,,1,K00074
M00879,1,1,1,,,,,,,1,K00673
M00879,2,1,1,,,,,,,1,K01484
M00879,3,1,1,,,,,,,1,K00840
M00879,4,1,1,,,,,,,1,K06447
M00879,5,1,1,,,,,,,1,K05526
M00880,1,1,1,1,1,1,,,,1,K03639
M00880,1,1,1,2,1,1,,,,1,K03637
M00880,1,2,1,,,,,,,1,K20967
M00880,2,1,1,,,,,,,1,K03635
M00880,2,2,1,,,,,,,1,K21142
M00880,3,1,1,1,1,1,,,,1,K03831
M00880,3,1,1,1,2,1,,,,1,K03638
M00880,3,1,1,2,1,1,,,,1,K03750
M00880,3,2,1,,,,,,,1,K15376
M00881,1,1,1,,,,,,,1,K03801
M00881,2,1,1,,,,,,,1,K03644
M00882,1,1,1,,,,,,,1,K23735
M00882,2,1,1,,,,,,,1,K03644
M00883,1,1,1,,,,,,,1,K23735
M00883,1,2,1,,,,,,,1,K23734
M00883,2,1,1,,,,,,,1,K03644
M00883,3,1,1,,,,,,,1,K10105
M00883,3,2,1,,,,,,,1,K16869
M00884,1,1,1,,,,,,,1,K23750
M00884,2,1,1,,,,,,,1,K03644
M00885,1,1,1,,,,,,,1,K02078
M00886,1,1,1,,,,,,,1,K02078
M00887,1,1,1,,,,,,,1,K11263
M00887,1,1,2,,,,,,,1,K27093
M00887,1,1,3,,,,,,,1,K27094
M00887,1,1,4,,,,,,,1,K27095
M00888,1,1,1,,,,,,,1,K02851
M00888,2,1,1,,,,,,,1,K16870
M00888,3,1,1,,,,,,,1,K16649
M00888,4,1,1,,,,,,,1,K16650
M00889,1,1,1,,,,,,,1,K12628
M00889,2,1,1,,,,,,,1,K12629
M00889,3,1,1,,,,,,,1,K12630
M00889,4,1,1,,,,,,,1,K12631
M00889,5,1,1,,,,,,,1,K12632
M00889,6,1,1,,,,,,,1,K12633
M00889,7,1,1,,,,,,,1,K12634
M00889,8,1,1,,,,,,,1,K12635
M00889,9,1,1,,,,,,,1,K12636
M00890,1,1,1,,,,,,,1,K22598
M00890,2,1,1,,,,,,,1,K22269
M00891,1,1,1,,,,,,,1,K23646
M00891,2,1,1,,,,,,,1,K23647
M00891,3,1,1,,,,,,,1,K21477
M00892,1,1,1,,,,,,,1,K00820
M00892,2,1,1,,,,,,,1,K00621
M00892,3,1,1,,,,,,,1,K01836
M00892,4,1,1,,,,,,,1,K00972
M00893,1,1,1,,,,,,,1,K20981
M00893,2,1,1,,,,,,,1,K20982
M00893,3,1,1,,,,,,,1,K20985
M00893,4,1,1,,,,,,,1,K20980
M00894,1,1,1,,,,,,,1,K20503
M00894,2,1,1,,,,,,,1,K20508
M00894,3,1,1,,,,,,,1,K27602
M00894,4,1,1,,,,,,,1,K20502
M00894,5,1,1,,,,,,,1,K20501
M00895,1,1,1,,,,,,,1,K03148
M00895,1,1,2,,,,,,,1,K03154
M00895,2,1,1,,,,,,,1,K03151
M00896,1,1,1,,,,,,,1,K22699
M00897,1,1,1,,,,,,,1,K03146
M00898,1,1,1,,,,,,,1,K03146
M00899,1,1,1,,,,,,,1,K00878
M00900,1,1,1,,,,,,,1,K21371
M00900,2,1,1,,,,,,,1,K21354
M00901,1,1,1,,,,,,,1,K23665
M00901,2,1,1,,,,,,,1,K23666
M00901,3,1,1,,,,,,,1,K23667
M00901,4,1,1,,,,,,,1,K23668
M00902,1,1,1,,,,,,,1,K21568
M00902,2,1,1,,,,,,,1,K19650
M00902,3,1,1,,,,,,,1,K21207
M00902,4,1,1,,,,,,,1,K21203
M00902,5,1,1,,,,,,,1,K21205
M00902,6,1,1,,,,,,,1,K21204
M00902,7,1,1,,,,,,,1,K21202
M00903,1,1,1,,,,,,,1,K23999
M00903,2,1,1,,,,,,,1,K09459
M00903,3,1,1,,,,,,,1,K12901
M00903,4,1,1,,,,,,,1,K12902
M00903,5,1,1,,,,,,,1,K24000
M00903,6,1,1,,,,,,,1,K12903
M00904,1,1,1,,,,,,,1,K22113
M00904,2,1,1,,,,,,,1,K01957
M00904,3,1,1,,,,,,,1,K22114
M00905,1,1,1,,,,,,,1,K18287
M00905,2,1,1,,,,,,,1,K17835
M00905,3,1,1,,,,,,,1,K20204
M00906,1,1,1,,,,,,,1,K23669
M00906,2,1,1,,,,,,,1,K23670
M00906,3,1,1,,,,,,,1,K23671
M00906,4,1,1,,,,,,,1,K23672
M00906,5,1,1,,,,,,,1,K23673
M00909,1,1,1,,,,,,,1,K00820
M00909,2,1,1,,,,,,,1,K03431
M00909,2,2,1,,,,,,,1,K28126
M00909,3,1,1,,,,,,,1,K04042
M00909,3,2,1,,,,,,,1,K23144
M00909,3,3,1,1,1,1,,,,1,K28192
M00909,3,3,1,2,1,1,,,,1,K11528
M00909,3,3,1,2,2,1,,,,1,K00972
M00910,1,1,1,,,,,,,1,K01850
M00910,2,1,1,,,,,,,1,K15849
M00910,3,1,1,,,,,,,1,K05359
M00911,1,1,1,,,,,,,1,K01497
M00911,2,1,1,,,,,,,1,K14654
M00911,3,1,1,,,,,,,1,K14655
M00912,1,1,1,,,,,,,1,K00453
M00912,1,2,1,,,,,,,1,K00463
M00912,2,1,1,,,,,,,1,K01432
M00912,2,2,1,,,,,,,1,K14263
M00912,2,3,1,,,,,,,1,K07130
M00912,3,1,1,,,,,,,1,K00486
M00912,4,1,1,,,,,,,1,K01556
M00912,5,1,1,,,,,,,1,K00452
M00912,6,1,1,,,,,,,1,K00767
M00912,7,1,1,,,,,,,1,K00969
M00912,7,2,1,,,,,,,1,K06210
M00912,8,1,1,,,,,,,1,K01916
M00912,8,2,1,,,,,,,1,K01950
M00913,1,1,1,,,,,,,1,K00606
M00913,2,1,1,,,,,,,1,K00077
M00914,1,1,1,,,,,,,1,K00606
M00914,2,1,1,,,,,,,1,K00077
M00914,3,1,1,,,,,,,1,K06982
M00914,4,1,1,,,,,,,1,K09722
M00914,5,1,1,,,,,,,1,K13038
M00914,6,1,1,,,,,,,1,K02201
M00914,7,1,1,,,,,,,1,K09735
M00915,1,1,1,,,,,,,1,K21722
M00915,2,1,1,,,,,,,1,K21723
M00915,3,1,1,,,,,,,1,K21724
M00916,1,1,1,,,,,,,1,K06215
M00916,1,1,2,,,,,,,1,K08681
M00917,1,1,1,,,,,,,1,K01853
M00917,2,1,1,,,,,,,1,K00559
M00917,3,1,1,,,,,,,1,K14423
M00917,4,1,1,,,,,,,1,K23558
M00917,5,1,1,,,,,,,1,K08246
M00917,6,1,1,,,,,,,1,K05917
M00917,7,1,1,,,,,,,1,K00222
M00917,8,1,1,,,,,,,1,K01824
M00917,9,1,1,,,,,,,1,K08242
M00918,1,1,1,,,,,,,1,K03897
M00918,2,1,1,,,,,,,1,K03896
M00918,3,1,1,,,,,,,1,K03894
M00918,4,1,1,,,,,,,1,K03895
M00919,1,1,1,,,,,,,1,K15783
M00919,2,1,1,,,,,,,1,K15784
M00919,3,1,1,,,,,,,1,K15785
M00919,4,1,1,,,,,,,1,K15786
M00921,1,1,1,,,,,,,1,K13787
M00921,2,1,1,,,,,,,1,K18686
M00921,3,1,1,,,,,,,1,K22997
M00921,4,1,1,,,,,,,1,K22998
M00922,1,1,1,,,,,,,1,K08068
M00922,1,2,1,,,,,,,1,K24257
M00922,2,1,1,,,,,,,1,K01654
M00922,3,1,1,,,,,,,1,K00983
M00923,1,1,1,,,,,,,1,K15894
M00923,2,1,1,,,,,,,1,K19068
M00923,3,1,1,,,,,,,1,K24258
M00924,1,1,1,1,1,1,,,,1,K02302
M00924,1,1,1,1,2,1,1,1,1,1,K02303
M00924,1,1,1,1,2,1,1,2,1,1,K13542
M00924,1,1,1,2,1,1,,,,1,K02304
M00924,1,1,1,2,2,1,,,,1,K24866
M00924,2,1,1,,,,,,,1,K02190
M00924,2,2,1,,,,,,,1,K03795
M00924,2,3,1,,,,,,,1,K22011
M00924,3,1,1,,,,,,,1,K03394
M00924,4,1,1,,,,,,,1,K05934
M00924,4,2,1,,,,,,,1,K13541
M00924,4,3,1,,,,,,,1,K21479
M00924,5,1,1,,,,,,,1,K05936
M00924,6,1,1,,,,,,,1,K02189
M00924,6,2,1,,,,,,,1,K13541
M00924,7,1,1,,,,,,,1,K02188
M00924,8,1,1,,,,,,,1,K05895
M00924,9,1,1,1,1,1,,,,1,K02191
M00924,9,1,1,2,1,1,,,,1,K03399
M00924,9,1,1,2,2,1,,,,1,K00595
M00924,10,1,1,,,,,,,1,K06042
M00924,11,1,1,,,,,,,1,K02224
M00925,1,1,1,,,,,,,1,K02303
M00925,1,2,1,,,,,,,1,K13542
M00925,2,1,1,,,,,,,1,K03394
M00925,2,2,1,,,,,,,1,K13540
M00925,3,1,1,,,,,,,1,K02229
M00925,4,1,1,,,,,,,1,K05934
M00925,4,2,1,,,,,,,1,K13540
M00925,4,3,1,,,,,,,1,K13541
M00925,5,1,1,,,,,,,1,K05936
M00925,6,1,1,,,,,,,1,K02228
M00925,7,1,1,,,,,,,1,K05895
M00925,8,1,1,,,,,,,1,K00595
M00925,9,1,1,,,,,,,1,K06042
M00925,10,1,1,,,,,,,1,K02224
M00925,11,1,1,,,,,,,1,K02230
M00925,11,1,2,,,,,,,1,K09882
M00925,11,1,3,,,,,,,1,K09883
M00926,1,1,1,,,,,,,1,K02492
M00926,2,1,1,,,,,,,1,K01845
M00926,3,1,1,,,,,,,1,K01698
M00926,4,1,1,,,,,,,1,K01749
M00926,5,1,1,,,,,,,1,K01719
M00926,5,2,1,,,,,,,1,K13542
M00926,6,1,1,,,,,,,1,K01599
M00926,7,1,1,,,,,,,1,K00231
M00926,8,1,1,,,,,,,1,K01772
M00926,9,1,1,,,,,,,1,K00435
M00927,1,1,1,,,,,,,1,K04120
M00927,2,1,1,,,,,,,1,K04121
M00927,3,1,1,,,,,,,1,K04122
M00927,4,1,1,,,,,,,1,K04123
M00928,1,1,1,,,,,,,1,K05282
M00928,2,1,1,,,,,,,1,K04124
M00929,1,1,1,,,,,,,1,K20657
M00929,2,1,1,,,,,,,1,K21292
M00929,3,1,1,,,,,,,1,K12917
M00929,4,1,1,,,,,,,1,K12918
M00929,5,1,1,,,,,,,1,K12919
M00930,1,1,1,,,,,,,1,K11782
M00930,2,1,1,,,,,,,1,K18285
M00930,3,1,1,,,,,,,1,K18286
M00930,3,2,1,,,,,,,1,K20810
M00930,4,1,1,,,,,,,1,K11783
M00930,5,1,1,,,,,,,1,K11784
M00930,6,1,1,,,,,,,1,K11785
M00931,1,1,1,,,,,,,1,K11782
M00931,2,1,1,,,,,,,1,K18285
M00931,3,1,1,,,,,,,1,K18284
M00931,4,1,1,,,,,,,1,K11784
M00931,5,1,1,,,,,,,1,K11785
M00932,1,1,1,1,1,1,,,,1,K02552
M00932,1,1,1,2,1,1,,,,1,K02551
M00932,1,1,1,3,1,1,,,,1,K08680
M00932,1,1,1,4,1,1,,,,1,K02549
M00932,1,1,1,4,2,1,,,,1,K14759
M00932,2,1,1,,,,,,,1,K01911
M00932,2,2,1,,,,,,,1,K14760
M00932,3,1,1,,,,,,,1,K01661
M00932,4,1,1,,,,,,,1,K19222
M00932,4,2,1,,,,,,,1,K12073
M00932,5,1,1,,,,,,,1,K23094
M00932,6,1,1,,,,,,,1,K17872
M00932,7,1,1,,,,,,,1,K23095
M00933,1,1,1,,,,,,,1,K12501
M00933,2,1,1,,,,,,,1,K12502
M00934,1,1,1,,,,,,,1,K24528
M00934,1,1,2,,,,,,,1,K24559
M00934,1,1,3,,,,,,,1,K24560
M00934,1,1,4,,,,,,,1,K24561
M00934,1,1,5,,,,,,,1,K24562
M00934,2,1,1,,,,,,,1,K24529
M00934,3,1,1,,,,,,,1,K24292
M00934,3,1,2,,,,,,,1,K24530
M00934,4,1,1,,,,,,,1,K24531
M00934,5,1,1,,,,,,,1,K21540
M00934,6,1,1,,,,,,,1,K21539
M00934,7,1,1,,,,,,,1,K24390
M00935,1,1,1,,,,,,,1,K09733
M00935,2,1,1,,,,,,,1,K19793
M00935,3,1,1,,,,,,,1,K07144
M00936,1,1,1,,,,,,,1,K01593
M00936,2,1,1,,,,,,,1,K24541
M00936,3,1,1,,,,,,,1,K22450
M00936,4,1,1,,,,,,,1,K22588
M00936,4,2,1,,,,,,,1,K13066
M00937,1,1,1,,,,,,,1,K15316
M00937,2,1,1,,,,,,,1,K17643
M00937,3,1,1,,,,,,,1,K17644
M00937,4,1,1,,,,,,,1,K17645
M00937,5,1,1,,,,,,,1,K17652
M00937,6,1,1,,,,,,,1,K17646
M00937,7,1,1,,,,,,,1,K24440
M00937,8,1,1,,,,,,,1,K24855
M00937,9,1,1,,,,,,,1,K17648
M00937,10,1,1,,,,,,,1,K24439
M00937,11,1,1,,,,,,,1,K24856
M00937,11,1,2,,,,,,,1,K24438
M00937,11,1,3,,,,,,,1,K24857
M00937,11,1,4,,,,,,,1,K24858
M00937,12,1,1,,,,,,,1,K17649
M00937,13,1,1,,,,,,,1,K17650
M00937,14,1,1,,,,,,,1,K17651
M00938,1,1,1,,,,,,,1,K00525
M00938,1,1,2,,,,,,,1,K00526
M00938,1,2,1,,,,,,,1,K10807
M00938,1,2,2,,,,,,,1,K10808
M00938,2,1,1,,,,,,,1,K00940
M00938,2,2,1,,,,,,,1,K18533
M00938,3,1,1,,,,,,,1,K01520
M00938,4,1,1,,,,,,,1,K00560
M00938,4,2,1,,,,,,,1,K13998
M00938,4,3,1,,,,,,,1,K03465
M00938,5,1,1,,,,,,,1,K00943
M00939,1,1,1,,,,,,,1,K09018
M00939,1,1,2,,,,,,,1,K09024
M00939,2,1,1,,,,,,,1,K09020
M00939,3,1,1,,,,,,,1,K09021
M00939,4,1,1,,,,,,,1,K09023
M00939,5,1,1,,,,,,,1,K09019
M00939,5,2,1,,,,,,,1,K16066
M00940,1,1,1,,,,,,,1,K00660
M00940,1,1,2,,,,,,,1,K08243
M00940,2,1,1,,,,,,,1,K01859
M00941,1,1,1,,,,,,,1,K13257
M00941,2,1,1,,,,,,,1,K13258
M00942,1,1,1,,,,,,,1,K13259
M00942,2,1,1,,,,,,,1,K13260
M00942,3,1,1,,,,,,,1,K05281
M00942,4,1,1,,,,,,,1,K13265
M00942,5,1,1,,,,,,,1,K25075
M00943,1,1,1,,,,,,,1,K13382
M00943,2,1,1,,,,,,,1,K13383
M00943,3,1,1,,,,,,,1,K13384
M00943,4,1,1,,,,,,,1,K13385
M00943,5,1,1,,,,,,,1,K13386
M00944,1,1,1,,,,,,,1,K22093
M00944,2,1,1,,,,,,,1,K13391
M00944,3,1,1,,,,,,,1,K13392
M00944,4,1,1,,,,,,,1,K13393
M00944,5,1,1,,,,,,,1,K01742
M00944,6,1,1,,,,,,,1,K14975
M00944,7,1,1,,,,,,,1,K14976
M00944,8,1,1,,,,,,,1,K13394
M00945,1,1,1,,,,,,,1,K00307
M00945,2,1,1,,,,,,,1,K21070
M00945,3,1,1,,,,,,,1,K13395
M00945,4,1,1,,,,,,,1,K13396
M00945,5,1,1,,,,,,,1,K21692
M00945,6,1,1,,,,,,,1,K21693
M00945,7,1,1,,,,,,,1,K22089
M00946,1,1,1,,,,,,,1,K00307
M00946,2,1,1,,,,,,,1,K13397
M00946,3,1,1,,,,,,,1,K13395
M00946,4,1,1,,,,,,,1,K13396
M00946,5,1,1,,,,,,,1,K20621
M00946,6,1,1,,,,,,,1,K22094
M00946,7,1,1,,,,,,,1,K22095
M00946,8,1,1,,,,,,,1,K22096
M00946,9,1,1,,,,,,,1,K23157
M00946,9,1,2,,,,,,,1,K23158
M00946,10,1,1,,,,,,,1,K22097
M00946,11,1,1,,,,,,,1,K22098
M00947,1,1,1,,,,,,,1,K19746
M00947,2,1,1,,,,,,,1,K19744
M00948,1,1,1,,,,,,,1,K12658
M00948,2,1,1,,,,,,,1,K21060
M00948,2,2,1,,,,,,,1,K22549
M00948,2,2,2,,,,,,,1,K21061
M00948,2,2,3,,,,,,,1,K22550
M00948,3,1,1,,,,,,,1,K21062
M00948,4,1,1,,,,,,,1,K13877
M00949,1,1,1,,,,,,,1,K01780
M00949,2,1,1,,,,,,,1,K23120
M00949,3,1,1,,,,,,,1,K23122
M00950,1,1,1,,,,,,,1,K00652
M00950,2,1,1,,,,,,,1,K25570
M00950,3,1,1,,,,,,,1,K01935
M00950,4,1,1,,,,,,,1,K01012
M00951,1,1,1,,,,,,,1,K25562
M00951,2,1,1,,,,,,,1,K25597
M00952,1,1,1,,,,,,,1,K13222
M00952,2,1,1,,,,,,,1,K13223
M00952,3,1,1,,,,,,,1,K13224
M00952,4,1,1,,,,,,,1,K13225
M00952,5,1,1,,,,,,,1,K13226
M00952,6,1,1,,,,,,,1,K13227
M00952,7,1,1,,,,,,,1,K13229
M00952,8,1,1,,,,,,,1,K13230
M00953,1,1,1,,,,,,,1,K00789
M00953,2,1,1,,,,,,,1,K05953
M00953,3,1,1,,,,,,,1,K14271
M00953,4,1,1,,,,,,,1,K22374
M00953,5,1,1,,,,,,,1,K18054
M00954,1,1,1,,,,,,,1,K21279
M00954,2,1,1,,,,,,,1,K21055
M00954,3,1,1,,,,,,,1,K21750
M00955,1,1,1,,,,,,,1,K12409
M00955,2,1,1,,,,,,,1,K05304
M00955,3,1,1,,,,,,,1,K01097
M00955,4,1,1,,,,,,,1,K21749
M00955,5,1,1,,,,,,,0,K08080
M00956,1,1,1,,,,,,,1,K01582
M00956,2,1,1,,,,,,,1,K09251
M00956,3,1,1,,,,,,,1,K00137
M00956,4,1,1,,,,,,,1,K07250
M00956,5,1,1,,,,,,,1,K00135
M00956,6,1,1,,,,,,,1,K15737
M00956,7,1,1,,,,,,,1,K15736
M00957,1,1,1,,,,,,,1,K00468
M00957,2,1,1,,,,,,,1,K01506
M00957,3,1,1,,,,,,,1,K14268
M00957,3,2,1,,,,,,,1,K07250
M00957,4,1,1,,,,,,,1,K00135
M00957,5,1,1,1,1,1,,,,1,K15737
M00957,5,1,1,2,1,1,,,,1,K15736
M00957,5,2,1,1,1,1,,,,1,K01041
M00957,5,2,1,2,1,1,,,,1,K00252
M00957,5,2,1,3,1,1,,,,1,K01692
M00957,5,2,1,3,2,1,,,,1,K01825
M00957,5,2,1,3,3,1,,,,1,K01782
M00957,5,2,1,4,1,1,,,,1,K01825
M00957,5,2,1,4,2,1,,,,1,K01782
M00957,5,2,1,5,1,1,,,,1,K00626
M00958,1,1,1,1,1,1,,,,1,K01490
M00958,1,1,1,2,1,1,,,,1,K01081
M00958,1,1,1,2,2,1,,,,1,K19970
M00958,1,1,1,2,3,1,,,,1,K03787
M00958,1,1,1,2,4,1,,,,1,K18550
M00958,1,2,1,1,1,1,,,,1,K01081
M00958,1,2,1,1,2,1,,,,1,K19970
M00958,1,2,1,1,3,1,,,,1,K11751
M00958,1,2,1,1,4,1,,,,1,K03787
M00958,1,2,1,1,5,1,,,,1,K02566
M00958,1,2,1,1,6,1,,,,1,K08693
M00958,1,2,1,2,1,1,,,,1,K01488
M00958,1,2,1,2,2,1,,,,1,K19572
M00958,1,2,1,2,3,1,,,,1,K05810
M00958,2,1,1,,,,,,,1,K03783
M00958,2,2,1,,,,,,,1,K03784
M00958,2,3,1,,,,,,,1,K09913
M00958,2,4,1,,,,,,,1,K05810
M00958,3,1,1,,,,,,,1,K00106
M00958,3,2,1,,,,,,,1,K00087
M00958,3,2,2,,,,,,,1,K13479
M00958,3,2,3,,,,,,,1,K13480
M00958,3,3,1,,,,,,,1,K13481
M00958,3,3,2,,,,,,,1,K13482
M00958,3,4,1,,,,,,,1,K11177
M00958,3,4,2,,,,,,,1,K11178
M00958,3,4,3,,,,,,,1,K13483
M00959,1,1,1,,,,,,,1,K01081
M00959,1,2,1,,,,,,,1,K19970
M00959,1,3,1,,,,,,,1,K11751
M00959,1,4,1,,,,,,,1,K03787
M00959,1,5,1,,,,,,,1,K02566
M00959,1,6,1,,,,,,,1,K08693
M00959,1,7,1,,,,,,,1,K20881
M00959,2,1,1,,,,,,,1,K03783
M00959,2,2,1,,,,,,,1,K03784
M00959,2,3,1,,,,,,,1,K09913
M00959,2,4,1,,,,,,,1,K05810
M00959,3,1,1,,,,,,,1,K01487
M00959,4,1,1,,,,,,,1,K00106
M00959,4,2,1,,,,,,,1,K00087
M00959,4,2,2,,,,,,,1,K13479
M00959,4,2,3,,,,,,,1,K13480
M00959,4,3,1,,,,,,,1,K13481
M00959,4,3,2,,,,,,,1,K13482
M00959,4,4,1,,,,,,,1,K11177
M00959,4,4,2,,,,,,,1,K11178
M00959,4,4,3,,,,,,,1,K13483
M00960,1,1,1,,,,,,,1,K25316
M00960,1,2,1,,,,,,,1,K25317
M00960,2,1,1,,,,,,,1,K26064
M00960,3,1,1,,,,,,,1,K13609
M00960,4,1,1,,,,,,,1,K26065
M00960,5,1,1,,,,,,,1,K26061
M00960,6,1,1,,,,,,,1,K26062
M00960,7,1,1,,,,,,,1,K25986
M00960,8,1,1,,,,,,,1,K26063
M00960,9,1,1,,,,,,,1,K15737
M00961,1,1,1,,,,,,,1,K26037
M00961,2,1,1,,,,,,,1,K15777
M00962,1,1,1,,,,,,,1,K22433
M00962,2,1,1,,,,,,,1,K22434
M00962,3,1,1,,,,,,,1,K22435
M00962,4,1,1,,,,,,,1,K22436
M00963,1,1,1,,,,,,,1,K14130
M00963,2,1,1,,,,,,,1,K18884
M00963,3,1,1,,,,,,,1,K17746
M00964,1,1,1,,,,,,,1,K19182
M00964,2,1,1,,,,,,,1,K19183
M00964,3,1,1,,,,,,,1,K19184
M00964,4,1,1,,,,,,,1,K14135
M00965,1,1,1,,,,,,,1,K27780
M00965,2,1,1,,,,,,,1,K27789
M00965,3,1,1,,,,,,,1,K27790
M00965,4,1,1,,,,,,,1,K27791
M00965,5,1,1,,,,,,,1,K27792
M00965,6,1,1,,,,,,,1,K27793
M00965,7,1,1,,,,,,,1,K27795
M00965,8,1,1,,,,,,,1,K12696
M00965,9,1,1,,,,,,,1,K21895
M00965,10,1,1,,,,,,,1,K22365
M00965,11,1,1,,,,,,,1,K22323
M00965,12,1,1,,,,,,,1,K21896
M00965,13,1,1,,,,,,,1,K12697
M00965,14,1,1,,,,,,,1,K12698
M00966,1,1,1,,,,,,,1,K26069
M00966,2,1,1,,,,,,,1,K26175
M00966,3,1,1,,,,,,,1,K26070
M00966,4,1,1,,,,,,,1,K26071
M00967,1,1,1,,,,,,,1,K26176
M00967,2,1,1,,,,,,,1,K26178
M00967,3,1,1,,,,,,,1,K22906
M00968,1,1,1,1,1,1,,,,1,K00757
M00968,1,1,1,1,2,1,,,,1,K26211
M00968,1,1,1,1,3,1,,,,1,K26212
M00968,1,1,1,2,1,1,,,,1,K21056
M00968,1,1,1,2,2,1,,,,1,K26208
M00968,1,2,1,,,,,,,1,K18931
M00968,2,1,1,,,,,,,1,K18237
M00968,3,1,1,,,,,,,1,K01601
M00968,3,2,1,1,1,1,,,,1,K26210
M00968,3,2,1,2,1,1,,,,1,K01636
M00969,1,1,1,,,,,,,1,K22569
M00969,2,1,1,,,,,,,1,K21295
M00969,3,1,1,,,,,,,1,K22570
M00969,4,1,1,,,,,,,1,K22571
M00969,5,1,1,,,,,,,1,K22572
M00970,1,1,1,1,1,1,,,,1,K00318
M00970,1,1,1,2,1,1,,,,1,K00294
M00970,1,2,1,,,,,,,1,K13821
M00971,1,1,1,,,,,,,1,K15813
M00971,2,1,1,,,,,,,1,K20667
M00971,3,1,1,,,,,,,1,K26481
M00971,4,1,1,,,,,,,1,K26482
M00971,5,1,1,,,,,,,1,K26483
M00971,6,1,1,,,,,,,1,K26484
M00971,7,1,1,,,,,,,1,K26485
M00971,8,1,1,,,,,,,1,K26487
M00971,8,1,2,,,,,,,1,K26488
M00971,9,1,1,,,,,,,1,K26489
M00971,10,1,1,,,,,,,1,K26490
M00971,11,1,1,,,,,,,1,K26491
M00971,12,1,1,,,,,,,1,K26493
M00971,12,1,2,,,,,,,1,K26494
M00971,12,1,3,,,,,,,1,K26495
M00972,1,1,1,,,,,,,1,K00819
M00972,2,1,1,,,,,,,1,K00286
M00972,3,1,1,,,,,,,1,K00318
M00973,1,1,1,,,,,,,1,K00368
M00973,1,2,1,,,,,,,1,K15864
M00973,2,1,1,,,,,,,1,K20932
M00973,2,1,2,,,,,,,1,K20933
M00973,2,1,3,,,,,,,1,K20934
M00973,3,1,1,,,,,,,1,K20935
M00974,1,1,1,,,,,,,1,K00544
M00974,2,1,1,,,,,,,1,K00315
M00974,3,1,1,,,,,,,1,K00306
M00974,3,2,1,,,,,,,1,K00314
M00975,1,1,1,,,,,,,1,K00479
M00975,1,1,2,,,,,,,1,K21832
M00975,2,1,1,1,1,1,,,,1,K00309
M00975,2,1,1,1,2,1,,,,1,K00315
M00975,2,1,1,2,1,1,,,,1,K00301
M00975,2,1,1,2,2,1,,,,1,K00302
M00975,2,1,1,2,2,2,,,,1,K00303
M00975,2,1,1,2,2,3,,,,1,K00304
M00975,2,1,1,2,2,4,,,,1,K00305
M00975,2,2,1,,,,,,,1,K21833
M00975,2,2,2,,,,,,,1,K21834
M00975,2,2,3,,,,,,,1,K25960
M00975,2,2,4,,,,,,,1,K25961
